item,detection precision %,retrieved,relevant retrieved
SOD_4483_004200_004320.rttm,26.08,7.86,2.05
SOD_4483_004560_004680.rttm,64.79,17.55,11.37
SOD_4483_004860_004980.rttm,65.79,13.68,9.00
SOD_4483_004980_005100.rttm,74.79,13.33,9.97
SOD_4483_005280_005400.rttm,76.08,34.53,26.27
SOD_4483_005460_005580.rttm,47.08,36.98,17.41
SOD_4483_005760_005880.rttm,84.97,51.63,43.87
SOD_4483_006120_006240.rttm,71.72,54.00,38.73
SOD_4483_006240_006360.rttm,78.31,87.37,68.42
SOD_4483_006600_006720.rttm,70.57,33.09,23.35
SOD_4736_004440_004560.rttm,0.00,40.44,0.00
SOD_4736_005760_005880.rttm,0.00,52.37,0.00
SOD_4736_008940_009060.rttm,0.00,39.79,0.00
SOD_4736_009720_009840.rttm,0.00,35.80,0.00
SOD_4736_011220_011340.rttm,0.00,15.72,0.00
SOD_4736_013800_013920.rttm,14.37,17.67,2.54
SOD_4736_016920_017040.rttm,0.00,43.15,0.00
SOD_4736_018360_018480.rttm,0.00,74.18,0.00
SOD_4736_018780_018900.rttm,1.49,88.83,1.32
SOD_4736_020280_020400.rttm,0.00,63.19,0.00
SOD_4736_023580_023700.rttm,0.00,1.07,0.00
SOD_4736_025740_025860.rttm,100.00,0.00,0.00
SOD_4736_026460_026580.rttm,100.00,0.00,0.00
SOD_4736_029520_029640.rttm,0.00,13.47,0.00
SOD_4736_033120_033240.rttm,100.00,0.00,0.00
SOD_8445_006660_006780.rttm,16.95,6.49,1.10
SOD_8445_011700_011820.rttm,75.69,51.54,39.01
SOD_8445_012900_013020.rttm,69.12,90.00,62.21
SOD_8445_015660_015780.rttm,100.00,0.00,0.00
SOD_8445_017580_017700.rttm,87.18,35.17,30.66
SOD_8445_019980_020100.rttm,40.35,113.46,45.78
SOD_8445_021960_022080.rttm,93.10,60.31,56.15
SOD_8445_023880_024000.rttm,26.47,21.46,5.68
SOD_8445_027600_027720.rttm,51.01,63.06,32.17
SOD_8445_029040_029160.rttm,59.15,69.28,40.98
SOD_8445_038220_038340.rttm,37.91,91.27,34.60
SOD_8445_039000_039120.rttm,23.60,90.51,21.36
SOD_8445_044340_044460.rttm,83.45,107.91,90.05
SOD_8445_048120_048240.rttm,61.00,33.33,20.33
SOD_8445_049380_049500.rttm,43.90,54.05,23.73
SOD_8924_002400_002520.rttm,83.67,46.17,38.63
SOD_8924_006360_006480.rttm,78.25,62.76,49.11
SOD_8924_007140_007260.rttm,85.87,70.20,60.28
SOD_8924_012780_012900.rttm,100.00,0.00,0.00
SOD_8924_013560_013680.rttm,0.00,0.70,0.00
SOD_8924_014820_014940.rttm,100.00,0.00,0.00
SOD_8924_015720_015840.rttm,100.00,0.00,0.00
SOD_8924_017160_017280.rttm,96.81,61.82,59.85
SOD_8924_017340_017460.rttm,95.71,72.05,68.96
SOD_8924_018240_018360.rttm,78.05,55.66,43.44
SOD_8924_018720_018840.rttm,32.86,49.06,16.12
SOD_8924_019500_019620.rttm,56.11,71.14,39.92
SOD_8924_023400_023520.rttm,51.05,40.37,20.61
SOD_8924_024480_024600.rttm,49.27,59.45,29.29
SOD_8924_028020_028140.rttm,87.70,41.54,36.43
SOD_9527_001980_002100.rttm,72.30,65.53,47.38
SOD_9527_003660_003780.rttm,75.59,40.15,30.35
SOD_9527_004800_004920.rttm,65.56,98.93,64.86
SOD_9527_007920_008040.rttm,62.28,51.56,32.11
SOD_9527_008340_008460.rttm,56.70,25.15,14.26
SOD_9527_010320_010440.rttm,0.00,1.37,0.00
SOD_9527_012060_012180.rttm,100.00,0.00,0.00
SOD_9527_013920_014040.rttm,100.00,0.00,0.00
SOD_9527_020460_020580.rttm,69.14,44.23,30.58
SOD_9527_025620_025740.rttm,55.54,30.50,16.94
SOD_9527_027240_027360.rttm,46.35,42.09,19.51
SOD_9527_032760_032880.rttm,77.88,23.37,18.20
SOD_9527_042300_042420.rttm,19.86,37.16,7.38
SOD_9527_048900_049020.rttm,100.00,0.00,0.00
SOD_9527_049500_049620.rttm,100.00,0.00,0.00
SOD_9854_003120_003240.rttm,68.26,34.03,23.23
SOD_9854_007380_007500.rttm,79.06,21.35,16.88
SOD_9854_010740_010860.rttm,31.29,21.32,6.67
SOD_9854_011460_011580.rttm,71.65,68.22,48.88
SOD_9854_012060_012180.rttm,64.77,52.71,34.14
SOD_9854_013260_013380.rttm,78.15,50.06,39.12
SOD_9854_015780_015900.rttm,69.48,23.26,16.16
SOD_9854_019380_019500.rttm,100.00,3.54,3.54
SOD_9854_020880_021000.rttm,86.81,19.79,17.18
SOD_9854_021900_022020.rttm,100.00,0.00,0.00
SOD_9854_024300_024420.rttm,100.00,0.00,0.00
SOD_9854_027480_027600.rttm,100.00,0.00,0.00
SOD_9854_028320_028440.rttm,0.00,1.81,0.00
SOD_9854_030060_030180.rttm,92.75,18.75,17.39
SOD_9854_032340_032460.rttm,76.54,36.23,27.73
SOD_9858_002580_002700.rttm,68.58,26.64,18.27
SOD_9858_003360_003480.rttm,0.00,30.51,0.00
SOD_9858_004740_004860.rttm,51.11,19.43,9.93
SOD_9858_008520_008640.rttm,100.00,0.00,0.00
SOD_9858_009600_009720.rttm,42.99,2.21,0.95
SOD_9858_011520_011640.rttm,100.00,0.00,0.00
SOD_9858_012660_012780.rttm,0.00,1.68,0.00
SOD_9858_012960_013080.rttm,0.00,1.60,0.00
SOD_9858_013800_013920.rttm,100.00,0.00,0.00
SOD_9858_015660_015780.rttm,100.00,0.00,0.00
SOD_9858_017040_017160.rttm,76.49,76.83,58.77
SOD_9858_018240_018360.rttm,70.68,50.41,35.63
SOD_9858_021360_021480.rttm,22.94,40.67,9.33
SOD_9858_022020_022140.rttm,74.78,26.01,19.45
SOD_9858_023100_023220.rttm,68.07,17.29,11.77
WAR_1130_002640_002760.rttm,87.08,74.56,64.93
WAR_1130_003000_003120.rttm,94.10,85.12,80.10
WAR_1130_004380_004500.rttm,30.46,73.43,22.37
WAR_1130_007080_007200.rttm,95.82,45.42,43.52
WAR_1130_009120_009240.rttm,58.94,69.66,41.06
WAR_1130_011220_011340.rttm,58.12,17.43,10.13
WAR_1130_013260_013380.rttm,87.98,95.49,84.01
WAR_1130_021960_022080.rttm,30.86,119.20,36.79
WAR_1130_022980_023100.rttm,7.76,117.60,9.12
WAR_1130_023580_023700.rttm,67.24,57.36,38.57
WAR_1130_026400_026520.rttm,35.77,120.00,42.92
WAR_1130_027660_027780.rttm,90.25,60.44,54.55
WAR_1130_037140_037260.rttm,72.07,78.74,56.75
WAR_1130_039420_039540.rttm,61.36,0.88,0.54
WAR_1130_040080_040200.rttm,100.00,0.00,0.00
WAR_2535_004380_004500.rttm,64.63,37.55,24.27
WAR_2535_006840_006960.rttm,100.00,0.00,0.00
WAR_2535_009720_009840.rttm,83.38,70.08,58.43
WAR_2535_010920_011040.rttm,76.22,25.10,19.13
WAR_2535_012600_012720.rttm,85.17,75.21,64.06
WAR_2535_013320_013440.rttm,81.60,37.40,30.52
WAR_2535_014940_015060.rttm,57.29,18.73,10.73
WAR_2535_018660_018780.rttm,100.00,0.00,0.00
WAR_2535_025740_025860.rttm,92.64,39.66,36.74
WAR_2535_032640_032760.rttm,77.47,96.38,74.67
WAR_2535_034500_034620.rttm,81.04,107.32,86.97
WAR_2535_035640_035760.rttm,37.91,50.38,19.10
WAR_2535_036960_037080.rttm,90.82,59.15,53.72
WAR_2535_038400_038520.rttm,81.18,79.00,64.13
WAR_2535_045660_045780.rttm,44.41,17.81,7.91
WAR_3090_010980_011100.rttm,45.07,34.59,15.59
WAR_3090_016320_016440.rttm,40.79,22.63,9.23
WAR_3090_020820_020940.rttm,26.15,22.14,5.79
WAR_3090_021120_021240.rttm,67.70,24.49,16.58
WAR_3090_027060_027180.rttm,65.55,45.48,29.81
WAR_3090_030780_030900.rttm,10.17,9.93,1.01
WAR_3090_031860_031980.rttm,100.00,0.00,0.00
WAR_3090_032340_032460.rttm,100.00,0.00,0.00
WAR_3090_034200_034320.rttm,0.00,6.62,0.00
WAR_3090_037080_037200.rttm,31.48,36.28,11.42
WAR_3090_043920_044040.rttm,53.31,98.33,52.42
WAR_3090_046980_047100.rttm,56.38,82.23,46.36
WAR_3090_047700_047820.rttm,64.05,71.94,46.08
WAR_3090_048720_048840.rttm,76.99,53.88,41.48
WAR_3090_055920_056040.rttm,82.15,91.34,75.04
WAR_3528_003060_003180.rttm,59.43,62.58,37.19
WAR_3528_006600_006720.rttm,71.68,84.58,60.63
WAR_3528_007680_007800.rttm,26.34,47.22,12.44
WAR_3528_012000_012120.rttm,100.00,0.00,0.00
WAR_3528_015360_015480.rttm,100.00,0.00,0.00
WAR_3528_018480_018600.rttm,100.00,0.00,0.00
WAR_3528_023100_023220.rttm,100.00,0.00,0.00
WAR_3528_028920_029040.rttm,51.67,0.60,0.31
WAR_3528_030600_030720.rttm,100.00,0.00,0.00
WAR_3528_045720_045840.rttm,100.00,0.00,0.00
WAR_3528_047940_048060.rttm,100.00,0.00,0.00
WAR_3528_049920_050040.rttm,100.00,0.00,0.00
WAR_3528_050400_050520.rttm,100.00,0.00,0.00
WAR_3528_054960_055080.rttm,100.00,0.00,0.00
WAR_3528_056340_056460.rttm,100.00,0.00,0.00
WAR_4995_002820_002940.rttm,72.82,55.96,40.75
WAR_4995_005100_005220.rttm,30.64,2.35,0.72
WAR_4995_007080_007200.rttm,82.78,38.96,32.25
WAR_4995_007440_007560.rttm,78.92,51.47,40.62
WAR_4995_012660_012780.rttm,69.66,18.49,12.88
WAR_4995_017580_017700.rttm,58.91,22.90,13.49
WAR_4995_019500_019620.rttm,64.33,39.72,25.55
WAR_4995_020340_020460.rttm,51.41,19.10,9.82
WAR_4995_023160_023280.rttm,50.45,29.99,15.13
WAR_4995_026280_026400.rttm,79.92,25.94,20.73
WAR_4995_026700_026820.rttm,89.63,111.57,100.00
WAR_4995_027300_027420.rttm,100.00,0.00,0.00
WAR_4995_029760_029880.rttm,100.00,0.00,0.00
WAR_4995_032760_032880.rttm,100.00,0.00,0.00
WAR_4995_033120_033240.rttm,30.68,7.66,2.35
WAR_5613_007800_007920.rttm,100.00,0.00,0.00
WAR_5613_015240_015360.rttm,64.16,24.72,15.86
WAR_5613_017820_017940.rttm,93.73,12.60,11.81
WAR_5613_020040_020160.rttm,90.06,46.98,42.31
WAR_5613_028560_028680.rttm,82.54,70.51,58.20
WAR_5613_029700_029820.rttm,100.00,0.00,0.00
WAR_5613_030540_030660.rttm,83.29,63.24,52.67
WAR_5613_031980_032100.rttm,100.00,0.00,0.00
WAR_5613_033000_033120.rttm,56.54,93.48,52.85
WAR_5613_034620_034740.rttm,93.94,108.61,102.03
WAR_5613_038820_038940.rttm,92.51,55.39,51.24
WAR_5613_044400_044520.rttm,100.00,1.14,1.14
WAR_5613_053760_053880.rttm,86.11,73.82,63.57
WAR_5613_056520_056640.rttm,100.00,0.00,0.00
WAR_5613_057240_057360.rttm,0.00,1.61,0.00
WAR_5959_003960_004080.rttm,77.16,37.52,28.95
WAR_5959_004920_005040.rttm,17.94,2.62,0.47
WAR_5959_008520_008640.rttm,100.00,0.00,0.00
WAR_5959_012240_012360.rttm,77.18,37.55,28.98
WAR_5959_012840_012960.rttm,80.53,71.94,57.93
WAR_5959_018300_018420.rttm,81.89,12.59,10.31
WAR_5959_021960_022080.rttm,75.81,22.98,17.42
WAR_5959_022920_023040.rttm,100.00,0.00,0.00
WAR_5959_025800_025920.rttm,72.42,54.20,39.25
WAR_5959_037560_037680.rttm,89.42,88.32,78.98
WAR_5959_039300_039420.rttm,100.00,0.00,0.00
WAR_5959_041940_042060.rttm,100.00,0.00,0.00
WAR_5959_042300_042420.rttm,100.00,0.00,0.00
WAR_5959_051900_052020.rttm,100.00,0.00,0.00
WAR_5959_055800_055920.rttm,100.00,0.00,0.00
WAR_9398_003180_003300.rttm,60.80,11.20,6.81
WAR_9398_005100_005220.rttm,69.03,46.53,32.12
WAR_9398_006000_006120.rttm,86.93,45.30,39.38
WAR_9398_007680_007800.rttm,78.11,59.47,46.45
WAR_9398_009300_009420.rttm,75.75,90.52,68.57
WAR_9398_011640_011760.rttm,100.00,0.00,0.00
WAR_9398_012540_012660.rttm,100.00,0.00,0.00
WAR_9398_013500_013620.rttm,100.00,0.00,0.00
WAR_9398_018660_018780.rttm,92.32,85.64,79.06
WAR_9398_019500_019620.rttm,65.55,17.36,11.38
WAR_9398_022920_023040.rttm,43.46,1.91,0.83
WAR_9398_026700_026820.rttm,66.18,9.52,6.30
WAR_9398_027600_027720.rttm,67.46,9.68,6.53
WAR_9398_033780_033900.rttm,72.92,80.64,58.80
WAR_9398_034140_034260.rttm,71.82,100.50,72.18
WAR_9427_004380_004500.rttm,69.15,39.93,27.61
WAR_9427_008940_009060.rttm,100.00,0.00,0.00
WAR_9427_009960_010080.rttm,100.00,0.00,0.00
WAR_9427_017880_018000.rttm,40.50,12.37,5.01
WAR_9427_018240_018360.rttm,30.65,73.96,22.67
WAR_9427_021000_021120.rttm,10.22,22.32,2.28
WAR_9427_022800_022920.rttm,87.45,119.14,104.19
WAR_9427_033300_033420.rttm,50.49,93.62,47.27
WAR_9427_043260_043380.rttm,43.12,29.66,12.79
WAR_9427_045000_045120.rttm,48.79,113.17,55.22
WAR_9427_045960_046080.rttm,32.31,97.36,31.46
WAR_9427_049320_049440.rttm,100.00,0.00,0.00
WAR_9427_053340_053460.rttm,32.17,37.40,12.03
WAR_9427_056040_056160.rttm,67.83,101.79,69.04
WAR_9427_056760_056880.rttm,42.88,98.85,42.39
WAR_9755_004140_004260.rttm,100.00,0.00,0.00
WAR_9755_010980_011100.rttm,81.93,58.34,47.80
WAR_9755_013140_013260.rttm,75.31,18.71,14.09
WAR_9755_014640_014760.rttm,100.00,0.00,0.00
WAR_9755_016680_016800.rttm,100.00,0.00,0.00
WAR_9755_017160_017280.rttm,65.35,2.02,1.32
WAR_9755_019020_019140.rttm,32.27,9.70,3.13
WAR_9755_026520_026640.rttm,100.00,0.00,0.00
WAR_9755_029400_029520.rttm,19.86,1.46,0.29
WAR_9755_031080_031200.rttm,87.98,24.30,21.38
WAR_9755_035280_035400.rttm,55.88,27.36,15.29
WAR_9755_036060_036180.rttm,71.61,56.25,40.28
WAR_9755_036900_037020.rttm,53.19,21.79,11.59
WAR_9755_038340_038460.rttm,58.84,41.64,24.50
WAR_9755_038880_039000.rttm,25.40,82.00,20.83
TOTAL,38.11,44896.01,17111.16
