filename gold_CV_cum_dur gold_CV_mean gold_CV_count gold_short_CV_count gold_CNV_cum_dur gold_CNV_mean gold_CNV_count gold_short_CNV_count gold_CH_cum_dur gold_CH_mean gold_CH_count gold_CTC_count gold_CTC_count_all lena_CH_count lena_CV_count lena_CNV_count lena_short_CV_count lena_short_CNV_count lena_CH_mean lena_CV_mean lena_CNV_mean lena_CH_cum_dur lena_CV_cum_dur lena_CNV_cum_dur lena_CTC_count child_id
SOD_8445_029040_029160 10.89 0.907 12 3 1.34 1.340 1 0 12.23 0.941 13 15 16 6 5 1 4 0 0.867 0.574 1.210 5.20 2.87 1.21 1 SOD_8445
SOD_8445_038220_038340 8.44 0.938 9 1 0.00 0.000 0 0 8.44 0.938 9 10 10 4 3 1 0 0 0.980 1.070 0.710 3.92 3.21 0.71 0 SOD_8445
SOD_8445_039000_039120 9.32 0.777 12 8 0.00 0.000 0 0 9.32 0.777 12 2 2 3 2 1 0 0 0.667 0.635 0.730 2.00 1.27 0.73 0 SOD_8445
SOD_8445_044340_044460 0.68 0.340 2 2 0.00 0.000 0 0 0.68 0.340 2 4 4 9 9 0 2 0 0.862 0.839 0.000 7.76 7.55 0.00 5 SOD_8445
SOD_8445_048120_048240 6.97 0.536 13 8 0.40 0.400 1 1 7.37 0.526 14 15 17 8 8 0 3 0 0.682 0.662 0.000 5.46 5.30 0.00 0 SOD_8445
SOD_8445_049380_049500 21.30 0.926 23 8 0.69 0.690 1 0 21.99 0.916 24 4 6 6 3 3 2 1 0.850 0.500 1.033 5.10 1.50 3.10 1 SOD_8445
SOD_8924_002400_002520 10.08 0.840 12 7 0.00 0.000 0 0 10.08 0.840 12 6 7 5 3 2 1 0 0.966 0.970 0.775 4.83 2.91 1.55 0 SOD_8924
SOD_8924_006360_006480 8.14 0.904 9 5 8.67 2.890 3 0 16.81 1.401 12 7 8 29 23 13 7 3 1.467 1.036 1.046 42.55 23.83 13.60 4 SOD_8924
SOD_8924_007140_007260 1.12 0.560 2 1 0.00 0.000 0 0 1.12 0.560 2 4 4 14 15 3 6 2 1.143 0.711 0.793 16.00 10.66 2.38 7 SOD_8924
SOD_8924_012780_012900 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_8924
SOD_8924_013560_013680 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_8924
SOD_8924_014820_014940 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_8924
SOD_8924_015720_015840 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_8924
SOD_8924_017160_017280 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_8924
SOD_8924_017340_017460 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 1 1 0 0 0 0.830 0.830 0.000 0.83 0.83 0.00 1 SOD_8924
SOD_8924_018240_018360 7.02 1.003 7 0 0.00 0.000 0 0 7.02 1.003 7 9 9 6 4 2 0 0 1.108 1.258 0.715 6.65 5.03 1.43 2 SOD_8924
SOD_8924_018720_018840 9.55 0.796 12 6 0.00 0.000 0 0 9.55 0.796 12 0 0 4 4 0 3 0 0.673 0.578 0.000 2.69 2.31 0.00 1 SOD_8924
SOD_8924_019500_019620 3.23 0.538 6 4 0.00 0.000 0 0 3.23 0.538 6 9 9 24 19 8 10 4 0.953 0.703 0.581 22.88 13.36 4.65 2 SOD_8924
SOD_8924_023400_023520 3.58 0.511 7 6 0.00 0.000 0 0 3.58 0.511 7 2 2 4 2 2 2 2 0.615 0.445 0.490 2.46 0.89 0.98 1 SOD_8924
SOD_8924_024480_024600 12.86 0.989 13 1 0.00 0.000 0 0 12.86 0.989 13 13 13 16 7 11 3 2 0.931 0.703 0.712 14.90 4.92 7.83 2 SOD_8924
SOD_8924_028020_028140 15.05 1.158 13 4 0.00 0.000 0 0 15.05 1.158 13 23 23 9 7 2 1 0 0.863 0.916 0.680 7.77 6.41 1.36 6 SOD_8924
SOD_9527_001980_002100 14.80 0.822 18 6 0.60 0.600 1 0 15.40 0.811 19 23 25 12 10 4 4 1 0.921 0.740 0.578 11.05 7.40 2.31 3 SOD_9527
SOD_9527_003660_003780 3.42 0.489 7 5 2.51 0.627 4 2 5.93 0.539 11 9 16 4 1 4 1 1 0.885 0.260 0.662 3.54 0.26 2.65 1 SOD_9527
SOD_9527_004800_004920 1.81 0.362 5 5 0.00 0.000 0 0 1.81 0.362 5 6 6 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_9527
SOD_9527_007920_008040 10.39 1.299 8 1 0.00 0.000 0 0 10.39 1.299 8 15 15 4 2 2 1 0 0.775 0.455 0.370 3.10 0.91 0.74 1 SOD_9527
SOD_9527_008340_008460 11.23 1.123 10 3 0.70 0.700 1 0 11.93 1.085 11 6 6 7 4 3 2 1 1.004 1.125 0.547 7.03 4.50 1.64 2 SOD_9527
SOD_9527_010320_010440 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_9527
SOD_9527_012060_012180 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_9527
SOD_9527_013920_014040 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_9527
SOD_9527_020460_020580 11.72 0.586 20 12 0.00 0.000 0 0 11.72 0.586 20 19 19 9 7 2 4 1 0.777 0.706 0.660 6.99 4.94 1.32 3 SOD_9527
SOD_9527_025620_025740 12.77 0.851 15 3 0.00 0.000 0 0 12.77 0.851 15 7 7 5 6 0 4 0 0.976 0.518 0.000 4.88 3.11 0.00 0 SOD_9527
SOD_9527_027240_027360 12.06 0.709 17 10 0.00 0.000 0 0 12.06 0.709 17 18 18 8 6 2 4 1 0.654 0.472 0.605 5.23 2.83 1.21 1 SOD_9527
SOD_9527_032760_032880 5.21 1.302 4 0 2.73 2.730 1 0 7.94 1.588 5 5 6 5 1 4 0 1 0.770 0.670 0.795 3.85 0.67 3.18 0 SOD_9527
SOD_9527_042300_042420 5.51 1.102 5 1 0.00 0.000 0 0 5.51 1.102 5 0 0 6 2 4 2 1 0.845 0.525 0.740 5.07 1.05 2.96 1 SOD_9527
SOD_9527_048900_049020 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_9527
SOD_9527_049500_049620 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_9527
SOD_9854_003120_003240 20.64 1.032 20 5 0.00 0.000 0 0 20.64 1.032 20 17 17 8 7 1 3 0 1.104 0.851 0.760 8.83 5.96 0.76 2 SOD_9854
SOD_9854_007380_007500 3.34 0.835 4 2 0.53 0.530 1 1 3.87 0.774 5 7 8 5 6 0 3 0 0.930 0.550 0.000 4.65 3.30 0.00 3 SOD_9854
SOD_9854_010740_010860 1.78 0.356 5 5 0.00 0.000 0 0 1.78 0.356 5 7 7 4 4 0 1 0 1.810 1.515 0.000 7.24 6.06 0.00 1 SOD_9854
SOD_9854_011460_011580 16.00 0.432 37 31 9.35 0.492 19 17 25.35 0.453 56 24 33 26 19 15 10 7 1.225 0.606 0.549 31.84 11.52 8.23 4 SOD_9854
SOD_9854_012060_012180 7.09 0.355 20 17 3.47 0.315 11 11 10.56 0.341 31 14 20 8 4 7 4 5 1.108 0.280 0.479 8.86 1.12 3.35 0 SOD_9854
SOD_9854_013260_013380 10.50 0.750 14 6 0.53 0.530 1 1 11.03 0.735 15 20 22 14 7 9 2 4 0.855 0.814 0.403 11.97 5.70 3.63 4 SOD_9854
SOD_9854_015780_015900 10.44 0.435 24 19 1.23 0.615 2 1 11.67 0.449 26 21 21 12 6 6 5 4 0.912 0.462 0.587 10.95 2.77 3.52 2 SOD_9854
SOD_9854_019380_019500 2.34 0.780 3 2 0.00 0.000 0 0 2.34 0.780 3 5 5 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_9854
SOD_9854_020880_021000 14.26 0.620 23 13 2.41 2.410 1 0 16.67 0.695 24 25 27 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_9854
SOD_9854_021900_022020 11.58 1.654 7 1 0.00 0.000 0 0 11.58 1.654 7 6 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_9854
SOD_9854_024300_024420 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_9854
SOD_9854_027480_027600 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_9854
SOD_9854_028320_028440 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 1 1 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_9854
SOD_9854_030060_030180 10.09 0.631 16 13 12.70 1.411 9 1 22.79 0.912 25 20 31 2 3 0 1 0 1.110 0.633 0.000 2.22 1.90 0.00 1 SOD_9854
SOD_9854_032340_032460 8.89 0.808 11 4 1.18 1.180 1 0 10.07 0.839 12 15 16 5 3 2 1 1 0.930 0.820 0.260 4.65 2.46 0.52 2 SOD_9854
SOD_9858_002580_002700 17.58 0.879 20 6 0.00 0.000 0 0 17.58 0.879 20 3 3 10 6 6 4 1 1.941 0.618 2.452 19.41 3.71 14.71 0 SOD_9858
SOD_9858_003360_003480 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 3 0 3 0 1 1.363 0.000 1.083 4.09 0.00 3.25 0 SOD_9858
SOD_9858_004740_004860 8.63 0.575 15 8 0.00 0.000 0 0 8.63 0.575 15 2 0 6 6 2 1 1 0.707 0.548 0.210 4.24 3.29 0.42 0 SOD_9858
SOD_9858_008520_008640 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_9858
SOD_9858_009600_009720 1.10 0.220 5 4 0.00 0.000 0 0 1.10 0.220 5 0 0 2 1 1 1 1 0.600 0.330 0.130 1.20 0.33 0.13 0 SOD_9858
SOD_9858_011520_011640 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_9858
SOD_9858_012660_012780 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_9858
SOD_9858_012960_013080 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_9858
SOD_9858_013800_013920 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_9858
SOD_9858_015660_015780 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_9858
SOD_9858_017040_017160 14.80 1.057 14 5 0.00 0.000 0 0 14.80 1.057 14 6 6 14 11 4 3 0 1.355 1.000 1.380 18.97 11.00 5.52 4 SOD_9858
SOD_9858_018240_018360 26.21 0.874 30 7 0.53 0.530 1 1 26.74 0.863 31 20 22 14 11 5 3 3 0.884 0.662 0.644 12.37 7.28 3.22 2 SOD_9858
SOD_9858_021360_021480 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 SOD_9858
SOD_9858_022020_022140 19.05 0.794 24 14 0.00 0.000 0 0 19.05 0.794 24 15 15 13 9 5 3 2 1.312 1.298 0.732 17.06 11.68 3.66 1 SOD_9858
SOD_9858_023100_023220 4.48 0.747 6 2 0.00 0.000 0 0 4.48 0.747 6 9 9 2 2 0 0 0 0.860 0.860 0.000 1.72 1.72 0.00 1 SOD_9858
WAR_1130_002640_002760 17.08 0.657 26 13 0.00 0.000 0 0 17.08 0.657 26 23 23 10 7 5 1 2 0.825 0.890 0.354 8.25 6.23 1.77 4 WAR_1130
WAR_1130_003000_003120 41.94 1.104 38 10 26.68 2.223 12 0 68.62 1.372 50 34 49 27 7 22 4 3 1.683 0.513 1.703 45.45 3.59 37.47 4 WAR_1130
WAR_1130_004380_004500 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_1130
WAR_1130_007080_007200 12.61 1.401 9 3 0.00 0.000 0 0 12.61 1.401 9 13 13 2 1 1 0 1 0.955 1.300 0.510 1.91 1.30 0.51 1 WAR_1130
WAR_1130_009120_009240 4.51 1.127 4 1 13.47 2.694 5 0 17.98 1.998 9 2 9 10 6 4 1 0 0.915 0.623 1.330 9.15 3.74 5.32 3 WAR_1130
WAR_1130_011220_011340 8.27 0.636 13 9 0.00 0.000 0 0 8.27 0.636 13 5 5 3 3 0 2 0 0.823 0.733 0.000 2.47 2.20 0.00 0 WAR_1130
WAR_1130_013260_013380 21.80 1.282 17 4 57.19 1.845 31 1 78.99 1.646 48 12 33 27 5 33 1 6 3.165 1.908 2.077 85.46 9.54 68.54 0 WAR_1130
WAR_1130_021960_022080 16.85 1.296 13 1 0.00 0.000 0 0 16.85 1.296 13 4 4 3 1 2 1 2 0.600 0.440 0.600 1.80 0.44 1.20 0 WAR_1130
WAR_1130_022980_023100 0.43 0.430 1 1 0.00 0.000 0 0 0.43 0.430 1 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_1130
WAR_1130_023580_023700 37.86 0.996 38 6 0.00 0.000 0 0 37.86 0.996 38 7 7 27 40 3 12 0 1.773 0.840 0.747 47.88 33.62 2.24 2 WAR_1130
WAR_1130_026400_026520 10.22 0.929 11 3 6.94 1.388 5 0 17.16 1.073 16 3 8 14 5 9 1 3 0.721 0.804 0.667 10.09 4.02 6.00 1 WAR_1130
WAR_1130_027660_027780 1.38 0.460 3 3 0.00 0.000 0 0 1.38 0.460 3 4 4 3 4 0 3 0 0.963 0.473 0.000 2.89 1.89 0.00 2 WAR_1130
WAR_1130_037140_037260 16.10 0.805 20 10 32.91 2.057 16 0 49.01 1.361 36 5 16 18 8 11 4 0 1.619 0.892 1.905 29.15 7.14 20.96 3 WAR_1130
WAR_1130_039420_039540 2.19 0.365 6 5 0.00 0.000 0 0 2.19 0.365 6 1 1 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_1130
WAR_1130_040080_040200 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_1130
WAR_2535_004380_004500 17.88 0.851 21 11 0.00 0.000 0 0 17.88 0.851 21 15 0 14 9 6 7 0 1.076 0.508 1.300 15.06 4.57 7.80 1 WAR_2535
WAR_2535_006840_006960 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_2535
WAR_2535_009720_009840 19.85 0.709 28 12 0.00 0.000 0 0 19.85 0.709 28 45 45 14 1 14 1 4 1.051 0.350 0.877 14.72 0.35 12.28 1 WAR_2535
WAR_2535_010920_011040 6.93 0.495 14 10 0.00 0.000 0 0 6.93 0.495 14 15 15 5 2 3 2 1 0.784 0.195 0.173 3.92 0.39 0.52 2 WAR_2535
WAR_2535_012600_012720 29.48 1.017 29 13 2.14 2.140 1 0 31.62 1.054 30 44 46 18 8 11 3 1 1.371 0.830 1.515 24.67 6.64 16.67 6 WAR_2535
WAR_2535_013320_013440 11.91 0.744 16 7 0.00 0.000 0 0 11.91 0.744 16 14 14 6 3 3 1 0 1.038 0.787 1.290 6.23 2.36 3.87 1 WAR_2535
WAR_2535_014940_015060 9.91 0.413 24 20 0.00 0.000 0 0 9.91 0.413 24 0 0 5 6 0 3 0 0.722 0.450 0.000 3.61 2.70 0.00 0 WAR_2535
WAR_2535_018660_018780 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_2535
WAR_2535_025740_025860 0.51 0.510 1 1 0.00 0.000 0 0 0.51 0.510 1 2 2 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_2535
WAR_2535_032640_032760 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_2535
WAR_2535_034500_034620 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_2535
WAR_2535_035640_035760 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_2535
WAR_2535_036960_037080 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_2535
WAR_2535_038400_038520 0.48 0.480 1 1 0.00 0.000 0 0 0.48 0.480 1 3 3 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_2535
WAR_2535_045660_045780 4.36 0.396 11 10 0.00 0.000 0 0 4.36 0.396 11 2 2 5 4 2 4 0 0.604 0.253 0.305 3.02 1.01 0.61 1 WAR_2535
WAR_3090_010980_011100 20.36 0.536 38 26 0.00 0.000 0 0 20.36 0.536 38 7 7 6 4 2 3 1 0.757 0.502 0.520 4.54 2.01 1.04 1 WAR_3090
WAR_3090_016320_016440 13.50 0.540 25 18 0.00 0.000 0 0 13.50 0.540 25 0 0 6 4 3 3 2 0.725 0.512 0.360 4.35 2.05 1.08 0 WAR_3090
WAR_3090_020820_020940 10.40 0.495 21 17 0.00 0.000 0 0 10.40 0.495 21 0 0 2 2 0 2 0 0.635 0.500 0.000 1.27 1.00 0.00 1 WAR_3090
WAR_3090_021120_021240 25.16 0.968 26 10 0.00 0.000 0 0 25.16 0.968 26 0 0 5 6 0 3 0 0.702 0.578 0.000 3.51 3.47 0.00 0 WAR_3090
WAR_3090_027060_027180 39.07 0.849 46 16 0.00 0.000 0 0 39.07 0.849 46 0 0 25 30 2 11 0 1.226 0.763 0.535 30.64 22.90 1.07 2 WAR_3090
WAR_3090_030780_030900 10.58 0.622 17 8 0.00 0.000 0 0 10.58 0.622 17 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_3090
WAR_3090_031860_031980 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_3090
WAR_3090_032340_032460 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_3090
WAR_3090_034200_034320 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_3090
WAR_3090_037080_037200 14.50 0.763 19 9 0.00 0.000 0 0 14.50 0.763 19 3 3 11 6 5 5 0 0.738 0.693 0.730 8.12 4.16 3.65 1 WAR_3090
WAR_3090_043920_044040 23.26 0.775 30 10 0.00 0.000 0 0 23.26 0.775 30 7 7 18 18 3 6 2 0.899 0.672 0.573 16.18 12.10 1.72 10 WAR_3090
WAR_3090_046980_047100 10.55 0.621 17 10 0.00 0.000 0 0 10.55 0.621 17 0 0 13 13 4 5 1 1.078 0.623 0.682 14.02 8.10 2.73 2 WAR_3090
WAR_3090_047700_047820 5.95 0.541 11 7 0.00 0.000 0 0 5.95 0.541 11 5 5 8 8 0 2 0 0.813 0.771 0.000 6.50 6.17 0.00 3 WAR_3090
WAR_3090_048720_048840 6.99 1.165 6 3 0.00 0.000 0 0 6.99 1.165 6 0 1 5 5 1 2 1 1.216 0.762 0.600 6.08 3.81 0.60 1 WAR_3090
WAR_3090_055920_056040 23.27 0.751 31 14 30.83 1.401 22 3 54.10 1.021 53 31 47 34 28 15 14 1 1.998 0.937 2.369 67.92 26.24 35.54 7 WAR_3090
WAR_3528_003060_003180 33.43 1.013 33 5 0.00 0.000 0 0 33.43 1.013 33 6 6 21 20 8 10 4 0.973 0.557 0.619 20.43 11.14 4.95 1 WAR_3528
WAR_3528_006600_006720 30.68 1.058 29 5 31.47 1.368 23 0 62.15 1.195 52 0 0 32 5 31 2 2 1.547 0.550 1.459 49.50 2.75 45.22 0 WAR_3528
WAR_3528_007680_007800 8.36 0.929 9 4 2.52 1.260 2 0 10.88 0.989 11 0 0 7 1 7 0 1 1.041 0.600 0.821 7.29 0.60 5.75 0 WAR_3528
WAR_3528_012000_012120 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_3528
WAR_3528_015360_015480 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_3528
WAR_3528_018480_018600 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_3528
WAR_3528_023100_023220 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_3528
WAR_3528_028920_029040 0.51 0.510 1 1 0.00 0.000 0 0 0.51 0.510 1 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_3528
WAR_3528_030600_030720 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_3528
WAR_3528_045720_045840 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_3528
WAR_3528_047940_048060 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_3528
WAR_3528_049920_050040 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_3528
WAR_3528_050400_050520 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_3528
WAR_3528_054960_055080 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_3528
WAR_3528_056340_056460 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_3528
WAR_4995_002820_002940 1.71 0.427 4 4 0.00 0.000 0 0 1.71 0.427 4 2 2 6 1 4 1 1 0.893 0.210 0.537 5.36 0.21 2.15 0 WAR_4995
WAR_4995_005100_005220 1.89 0.472 4 3 0.00 0.000 0 0 1.89 0.472 4 0 0 1 0 1 0 0 0.600 0.000 0.260 0.60 0.00 0.26 0 WAR_4995
WAR_4995_007080_007200 6.64 1.107 6 1 0.00 0.000 0 0 6.64 1.107 6 5 5 8 9 0 3 0 1.167 0.958 0.000 9.34 8.62 0.00 1 WAR_4995
WAR_4995_007440_007560 24.17 1.099 22 4 0.00 0.000 0 0 24.17 1.099 22 2 2 18 23 1 10 0 1.126 0.673 0.490 20.26 15.49 0.49 4 WAR_4995
WAR_4995_012660_012780 15.29 0.665 23 12 0.00 0.000 0 0 15.29 0.665 23 6 6 11 16 1 7 0 1.446 0.743 0.740 15.91 11.89 0.74 0 WAR_4995
WAR_4995_017580_017700 16.65 0.617 27 16 0.00 0.000 0 0 16.65 0.617 27 3 3 19 17 6 8 3 1.019 0.624 0.587 19.37 10.61 3.52 0 WAR_4995
WAR_4995_019500_019620 14.25 0.570 25 16 0.00 0.000 0 0 14.25 0.570 25 11 11 21 23 4 18 1 0.966 0.458 0.233 20.29 10.54 0.93 4 WAR_4995
WAR_4995_020340_020460 6.61 0.551 12 7 0.00 0.000 0 0 6.61 0.551 12 4 4 5 8 0 4 0 1.340 0.626 0.000 6.70 5.01 0.00 0 WAR_4995
WAR_4995_023160_023280 19.44 1.215 16 2 0.00 0.000 0 0 19.44 1.215 16 0 0 12 12 0 5 0 0.986 0.776 0.000 11.83 9.31 0.00 0 WAR_4995
WAR_4995_026280_026400 13.02 1.184 11 4 6.50 1.083 6 0 19.52 1.148 17 2 3 19 7 12 2 2 1.215 1.363 0.804 23.08 9.54 9.65 0 WAR_4995
WAR_4995_026700_026820 0.00 0.000 0 0 101.74 2.992 34 1 101.74 2.992 34 0 0 28 1 29 0 2 3.081 1.170 2.850 86.26 1.17 82.64 0 WAR_4995
WAR_4995_027300_027420 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_4995
WAR_4995_029760_029880 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_4995
WAR_4995_032760_032880 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_4995
WAR_4995_033120_033240 1.50 1.500 1 0 0.00 0.000 0 0 1.50 1.500 1 0 0 1 1 0 0 0 0.860 0.860 0.000 0.86 0.86 0.00 0 WAR_4995
WAR_5613_007800_007920 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_5613
WAR_5613_015240_015360 0.77 0.385 2 2 0.00 0.000 0 0 0.77 0.385 2 4 4 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_5613
WAR_5613_017820_017940 20.30 0.883 23 9 7.98 1.995 4 0 28.28 1.047 27 21 24 12 5 8 3 1 0.983 0.544 1.066 11.79 2.72 8.53 1 WAR_5613
WAR_5613_020040_020160 8.84 0.982 9 1 0.00 0.000 0 0 8.84 0.982 9 7 7 2 0 2 0 0 1.090 0.000 0.910 2.18 0.00 1.82 0 WAR_5613
WAR_5613_028560_028680 9.40 0.723 13 7 0.00 0.000 0 0 9.40 0.723 13 13 13 13 11 2 4 1 0.868 0.815 0.600 11.29 8.97 1.20 6 WAR_5613
